time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-11-08T10:27:49.034Z,31.622,-103.982,7.417,5.2,ml(texnet),31,52,0,0.2,tx,tx2023vxae,2024-05-15T10:37:51.765Z,"Coalson Draw, Texas",earthquake,0.630665544,0.84195802,0.2,41,reviewed,tx,tx
2023-11-08T08:16:30.853Z,44.9784,149.7296,77.731,5.6,mb,126,96,5.173,0.83,us,us7000l9ip,2024-01-13T23:10:34.040Z,"148 km ESE of Kuril’sk, Russia",earthquake,8.6,4.764,0.02,884,reviewed,us,us
2023-11-08T06:06:50.993Z,-6.345,129.957,10,5.1,mb,60,52,4.099,0.77,us,us7000l9i9,2024-01-13T23:10:32.040Z,Banda Sea,earthquake,5.6,1.854,0.098,34,reviewed,us,us
2023-11-08T05:42:39.813Z,-6.1801,129.8961,10,5.2,mb,56,57,3.999,0.76,us,us7000l9i4,2024-01-13T23:10:31.040Z,Banda Sea,earthquake,7.28,1.702,0.087,43,reviewed,us,us
2023-11-08T04:53:49.631Z,-6.416,129.5466,6,7.1,mww,142,53,5.771,0.7,us,us7000l9h4,2024-01-13T23:10:31.040Z,Banda Sea,earthquake,3.56,1.73,0.045,47,reviewed,us,us
2023-11-08T04:52:51.393Z,-6.4442,129.7518,10,6.7,mwb,106,29,5.74,0.82,us,us7000l9h2,2024-01-13T23:10:31.040Z,Banda Sea,earthquake,3.62,1.723,0.034,85,reviewed,us,us
2023-11-07T18:15:34.274Z,18.7786,145.2812,622.68,5.4,mww,226,29,5.175,0.67,us,us7000l9eg,2024-01-13T23:10:26.040Z,"Pagan region, Northern Mariana Islands",earthquake,9.15,4.56,0.098,10,reviewed,us,us
2023-11-07T18:09:48.669Z,40.5253,77.7107,7.204,5.3,mww,267,24,1.205,0.63,us,us7000l9ef,2024-01-13T23:10:26.040Z,"Xinjiang Uygur, China",earthquake,4.01,2.927,0.073,18,reviewed,us,us
2023-11-07T07:47:05.435Z,-8.275,160.8708,10.523,5.5,mww,86,32,1.473,1.04,us,us7000l9az,2024-01-13T23:10:22.040Z,"57 km NNE of Auki, Solomon Islands",earthquake,5.78,3.618,0.068,21,reviewed,us,us
2023-11-07T07:30:41.038Z,-8.299,160.9393,10,5.4,mww,82,32,1.498,0.9,us,us7000l9ax,2024-01-13T23:10:22.040Z,"58 km NNE of Auki, Solomon Islands",earthquake,8.23,1.767,0.069,20,reviewed,us,us
2023-11-07T03:33:46.457Z,-0.9016,-79.2503,25.049,5,mww,130,81,0.701,0.64,us,us7000l99x,2024-01-13T23:10:20.040Z,"5 km NNW of La Maná, Ecuador",earthquake,1.61,3.722,0.089,12,reviewed,us,us
2023-11-07T00:53:42.776Z,-4.3152,152.9663,48.3,5.3,mww,220,26,0.81,0.53,us,us7000l99d,2024-01-13T23:10:18.040Z,"77 km E of Kokopo, Papua New Guinea",earthquake,8.09,4.234,0.098,10,reviewed,us,us
2023-11-06T21:31:01.203Z,-7.4821,156.1245,38.062,5.3,mww,169,26,5.12,0.49,us,us7000l98e,2024-01-13T23:10:16.040Z,Solomon Islands,earthquake,9.59,4.538,0.083,14,reviewed,us,us
2023-11-06T15:36:44.107Z,-7.498,127.7793,172.862,5.2,mww,116,31,3.634,0.6,us,us7000l95l,2024-01-13T23:10:13.040Z,"142 km NE of Lospalos, Timor Leste",earthquake,7.52,4.451,0.075,17,reviewed,us,us
2023-11-06T13:51:10.755Z,-33.0743,-71.9579,30.868,5.1,mww,150,53,0.648,0.68,us,us7000l951,2024-01-13T23:10:13.040Z,"30 km W of Valparaíso, Chile",earthquake,4.69,3.034,0.093,11,reviewed,us,us
2023-11-06T12:04:21.280Z,-1.2167,-24.1298,10,5.5,mww,71,42,11.8,0.44,us,us7000l94t,2024-01-13T23:10:12.040Z,central Mid-Atlantic Ridge,earthquake,9.52,1.854,0.049,40,reviewed,us,us
2023-11-06T10:46:39.805Z,28.8564,82.0652,10,5.3,mb,110,30,3.022,1.01,us,us7000l94m,2024-01-13T23:10:11.040Z,"34 km E of Dailekh, Nepal",earthquake,7.81,1.755,0.037,238,reviewed,us,us
2023-11-06T05:44:39.115Z,-34.072,57.8268,10,5,mww,94,44,12.983,0.51,us,us7000l93z,2024-01-13T23:10:10.040Z,South Indian Ocean,earthquake,10.56,1.842,0.098,10,reviewed,us,us
2023-11-05T15:29:18.259Z,-20.4745,169.4006,35,5.7,mww,65,121,2.799,0.68,us,us7000l917,2024-01-13T23:10:06.040Z,"104 km S of Isangel, Vanuatu",earthquake,9.91,1.84,0.052,36,reviewed,us,us
2023-11-05T13:27:27.601Z,51.3952,178.3467,70.445,5.1,mb,95,69,0.555,0.67,us,us7000l90i,2024-05-12T13:37:38.053Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,4.18,3.981,0.024,560,reviewed,us,us
2023-11-03T18:32:14.876Z,50.0317,156.3754,65.215,5,mb,137,94,3.19,0.61,us,us7000l8pk,2024-01-10T06:01:50.040Z,"73 km SSE of Severo-Kuril’sk, Russia",earthquake,9.83,5.143,0.044,174,reviewed,us,us
2023-11-03T18:02:53.465Z,28.858,82.1531,12,5.7,mww,232,21,2.95,0.94,us,us7000l8p5,2024-01-10T06:01:50.040Z,"43 km E of Dailekh, Nepal",earthquake,5.99,1.688,0.06,27,reviewed,us,us
2023-11-03T11:54:12.037Z,-17.8155,-178.7134,554.922,5.3,mww,102,44,4.7,0.68,us,us7000l8kf,2024-01-10T06:01:48.040Z,"210 km E of Levuka, Fiji",earthquake,8.18,5.692,0.083,14,reviewed,us,us
2023-11-03T07:52:38.649Z,-62.2954,-155.5432,10,5.7,mww,39,145,19.552,0.61,us,us7000l8jc,2024-01-10T06:01:47.040Z,Pacific-Antarctic Ridge,earthquake,13.53,1.858,0.078,16,reviewed,us,us
2023-11-03T06:47:30.182Z,52.0015,-172.3426,30.336,5,mww,216,119,1.107,0.8,us,us7000l8in,2024-05-10T06:57:36.466Z,"129 km E of Atka, Alaska",earthquake,5.67,5.103,0.062,25,reviewed,us,us
2023-11-03T06:26:38.324Z,38.6857,23.5581,10.365,5.1,mww,94,39,1.982,0.58,us,us7000l8ij,2024-01-10T06:01:46.040Z,"7 km SE of Prokópi, Greece",earthquake,5.6,3.846,0.056,31,reviewed,us,us
2023-11-02T23:57:20.559Z,-59.877,-26.459,43.792,5.1,mb,80,78,7.823,0.55,us,us7000l8gt,2024-01-10T06:01:44.040Z,South Sandwich Islands region,earthquake,11.25,5.888,0.066,75,reviewed,us,us
2023-11-02T06:50:25.384Z,11.4081,125.875,13,5.7,mww,132,48,4.321,0.5,us,us7000l89a,2024-01-10T06:01:38.040Z,"29 km ENE of Hernani, Philippines",earthquake,7.2,1.694,0.046,45,reviewed,us,us
2023-11-01T23:40:07.263Z,-57.1587,-25.1542,21.301,5.1,mb,71,69,7.019,0.68,us,us7000l87v,2024-01-18T21:11:45.858Z,South Sandwich Islands region,earthquake,11.33,4.451,0.075,58,reviewed,us,us
2023-11-01T21:52:16.903Z,13.5497,-90.7696,50.606,5.3,mww,209,54,1.288,0.71,us,us7000l875,2024-01-10T06:01:36.040Z,"42 km S of Puerto San José, Guatemala",earthquake,6.96,3.921,0.057,30,reviewed,us,us
2023-11-01T21:04:48.023Z,-10.0561,123.7541,51,6.1,mww,258,13,6.023,0.88,us,us7000l85t,2024-01-10T06:01:35.040Z,"20 km NE of Kupang, Indonesia",earthquake,2.65,1.839,0.054,33,reviewed,us,us
2023-11-01T14:07:47.839Z,-8.3219,121.5495,10,5,mb,74,55,3.74,0.93,us,us7000l82g,2024-01-18T21:11:32.159Z,"58 km NNW of Ende, Indonesia",earthquake,7.75,1.843,0.07,71,reviewed,us,us
2023-11-01T10:15:43.914Z,-15.5063,-177.5648,409.948,5,mb,104,97,6.063,0.47,us,us7000l81h,2024-01-10T06:01:32.040Z,"144 km SSE of Alo, Wallis and Futuna",earthquake,10.87,6.056,0.057,99,reviewed,us,us
2023-11-01T06:51:42.447Z,-10.9121,166.6043,54.011,5.2,mww,56,73,9.84,0.86,us,us7000l80q,2024-01-10T06:01:30.040Z,"90 km ESE of Lata, Solomon Islands",earthquake,11.45,2.563,0.083,14,reviewed,us,us
2023-10-31T22:04:43.378Z,-21.2628,171.4958,10,5.1,mww,30,116,3.992,1.17,us,us7000l7xt,2024-01-10T06:01:28.040Z,southeast of the Loyalty Islands,earthquake,8.64,1.826,0.066,22,reviewed,us,us
2023-10-31T12:33:43.732Z,-28.7431,-71.5573,34,6.6,mww,169,32,0.685,0.52,us,us7000l7si,2024-01-10T06:01:24.040Z,"80 km WSW of Vallenar, Chile",earthquake,4.65,1.868,0.069,20,reviewed,us,us
2023-10-31T11:10:56.943Z,-17.5412,-179.0263,560,6.5,mww,113,27,2.793,0.71,us,us7000l7qy,2024-01-10T06:01:23.040Z,"185 km ENE of Levuka, Fiji",earthquake,10.25,1.963,0.052,36,reviewed,us,us
2023-10-31T09:13:40.844Z,31.9891,59.7557,10,5.1,mww,136,77,6.077,0.44,us,us7000l7qg,2024-01-10T06:01:22.040Z,"109 km SSE of Bīrjand, Iran",earthquake,8.89,1.839,0.098,10,reviewed,us,us
2023-10-31T01:11:07.646Z,11.2818,139.2163,10,5.1,mww,89,49,5.978,0.64,us,us7000l7p6,2024-01-10T06:01:20.040Z,"220 km NW of Fais, Micronesia",earthquake,8.81,1.778,0.086,13,reviewed,us,us
2023-10-31T00:11:13.501Z,-60.483,-26.1822,10,5,mb,58,43,8.336,0.56,us,us7000l7n9,2024-01-10T06:01:20.040Z,South Sandwich Islands region,earthquake,4.44,1.806,0.086,43,reviewed,us,us
2023-10-30T22:44:57.660Z,32.6712,141.6876,10,5,mb,164,88,1.637,0.46,us,us7000l7mn,2024-01-10T06:01:20.040Z,"Izu Islands, Japan region",earthquake,7.31,1.78,0.048,137,reviewed,us,us
2023-10-30T15:57:20.161Z,18.1898,-76.607,10,5.4,mww,172,25,0.882,0.77,us,us7000l7jv,2024-01-10T06:01:17.040Z,"4 km WSW of Hope Bay, Jamaica",earthquake,4.35,1.204,0.048,41,reviewed,us,us
2023-10-30T08:09:50.030Z,-58.8134,-25.6077,35,5.1,mb,66,69,7.531,0.8,us,us7000l7i8,2024-01-18T21:10:22.700Z,South Sandwich Islands region,earthquake,9.41,1.899,0.071,65,reviewed,us,us
2023-10-29T13:57:40.761Z,43.9459,-28.3663,10,5.1,mww,72,62,18.662,0.65,us,us7000l7ds,2024-01-10T06:01:11.040Z,northern Mid-Atlantic Ridge,earthquake,4.13,1.834,0.063,24,reviewed,us,us
2023-10-29T12:28:18.120Z,-30.6583,-178.1551,38.08,5,mb,53,75,1.406,0.47,us,us7000l7dl,2024-01-10T06:01:10.040Z,"Kermadec Islands, New Zealand",earthquake,6.72,4.641,0.078,52,reviewed,us,us
2023-10-29T04:32:07.316Z,-19.3871,168.8034,68,6,mww,115,21,3.451,0.74,us,us7000l7b6,2024-01-10T06:01:07.040Z,"53 km WNW of Isangel, Vanuatu",earthquake,8.42,1.858,0.044,50,reviewed,us,us
2023-10-29T00:56:05.497Z,-4.2937,102.0246,55.976,5.1,mb,143,59,0.931,0.97,us,us7000l79t,2024-01-10T06:01:06.040Z,"60 km SSW of Bengkulu, Indonesia",earthquake,6.02,4.188,0.057,98,reviewed,us,us
2023-10-28T19:27:39.308Z,34.5493,62.1142,10,5,mww,160,21,4.67,0.54,us,us7000l78n,2024-01-04T04:22:41.040Z,"23 km NNW of Herāt, Afghanistan",earthquake,7.73,1.747,0.08,15,reviewed,us,us
2023-10-28T15:01:59.298Z,1.7474,120.2411,24.286,5.4,mww,133,34,0.832,0.59,us,us7000l77a,2024-01-04T04:22:39.040Z,"296 km N of Palu, Indonesia",earthquake,3.91,4.143,0.083,14,reviewed,us,us
2023-10-28T13:04:53.144Z,-7.6305,125.8938,10,5.5,mww,70,63,5.044,0.79,us,us7000l76s,2024-01-04T04:22:38.040Z,"98 km N of Manatutu, Timor Leste",earthquake,7.47,1.824,0.059,28,reviewed,us,us
2023-10-28T09:55:28.149Z,-13.123,167.1025,200,5.6,mww,147,47,7.863,0.74,us,us7000l75j,2024-01-04T04:22:36.040Z,"96 km NNW of Sola, Vanuatu",earthquake,9.35,1.884,0.047,43,reviewed,us,us
2023-10-28T08:08:13.108Z,18.1617,145.9463,125.086,5.3,mww,177,60,4.663,0.56,us,us7000l750,2024-05-11T08:18:18.271Z,"Pagan region, Northern Mariana Islands",earthquake,9.19,5.723,0.098,10,reviewed,us,us
2023-10-28T05:31:58.285Z,-10.2234,161.3324,74.5,5.5,mww,134,34,10.655,0.45,us,us7000l73x,2024-01-04T04:22:34.040Z,"69 km WNW of Kirakira, Solomon Islands",earthquake,10.44,5.43,0.063,24,reviewed,us,us
2023-10-28T04:33:30.035Z,-20.6015,-176.3616,214.259,5.5,mww,103,54,1.221,0.88,us,us7000l73e,2024-01-04T04:22:33.040Z,"126 km WNW of Houma, Tonga",earthquake,10.85,4.175,0.098,10,reviewed,us,us
2023-10-28T03:44:10.734Z,59.0033,-136.5501,5.9,5.3,mww,,,,0.81,ak,ak023dtut7mp,2024-05-11T03:54:15.922Z,"55 km SSW of Covenant Life, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-10-28T03:01:49.191Z,59.0183,-136.4596,7.2,5.1,mww,,,,0.65,ak,ak023dtuk2yv,2024-01-04T04:22:31.040Z,"50 km SSW of Covenant Life, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-10-27T07:49:51.506Z,-9.5654,120.1216,76.206,5,mww,79,41,2.429,0.83,us,us7000l6s8,2024-01-04T04:22:24.040Z,"18 km WNW of Waingapu, Indonesia",earthquake,8.06,5.837,0.075,17,reviewed,us,us
2023-10-27T03:02:24.448Z,-17.555,-173.763,35,5.6,mb,86,40,3.945,0.95,us,us7000l6qk,2024-01-04T04:22:23.040Z,"123 km N of Neiafu, Tonga",earthquake,5.73,1.723,0.023,638,reviewed,us,us
2023-10-26T23:26:15.517Z,-22.9917,170.2434,10,5.2,mww,81,28,2.608,0.58,us,us7000l6pl,2024-01-04T04:22:22.040Z,"284 km E of Vao, New Caledonia",earthquake,8.44,1.789,0.069,20,reviewed,us,us
2023-10-26T21:49:34.521Z,-28.7053,-70.2597,101.15,5.4,mww,147,51,0.492,0.66,us,us7000l6nl,2024-01-04T04:22:20.040Z,"50 km ESE of Vallenar, Chile",earthquake,5.33,3.992,0.041,57,reviewed,us,us
2023-10-26T20:34:12.438Z,32.0893,59.7196,10,5.1,mww,101,61,5.973,0.79,us,us7000l6my,2024-01-04T04:22:20.040Z,"98 km SSE of Bīrjand, Iran",earthquake,7.62,1.793,0.078,16,reviewed,us,us
2023-10-26T19:20:09.043Z,-61.1269,160.7629,10,5.6,mww,62,44,15.833,0.69,us,us7000l6lr,2024-01-04T04:22:20.040Z,Balleny Islands region,earthquake,11.8,1.746,0.075,17,reviewed,us,us
2023-10-26T19:00:25.165Z,-7.297,27.9293,9.462,5.2,mww,141,41,7.216,0.82,us,us7000l6lk,2024-01-04T04:22:19.040Z,"177 km SE of Kabalo, Democratic Republic of the Congo",earthquake,9.46,3.615,0.066,22,reviewed,us,us
2023-10-26T16:05:12.882Z,56.0868,164.7796,10,5.9,mww,388,33,4.706,0.55,us,us7000l6k4,2024-01-04T04:22:18.040Z,"143 km E of Ust’-Kamchatsk Staryy, Russia",earthquake,7.23,1.751,0.031,99,reviewed,us,us
2023-10-26T07:21:24.612Z,-58.8428,149.0001,10,5.9,mww,58,61,6.994,0.44,us,us7000l6gr,2024-01-04T04:22:16.040Z,west of Macquarie Island,earthquake,8.55,1.796,0.066,22,reviewed,us,us
2023-10-26T05:44:18.158Z,-7.1498,129.2243,154,5.5,mww,124,47,5.171,0.51,us,us7000l6fd,2024-01-04T04:22:16.040Z,"288 km ENE of Lospalos, Timor Leste",earthquake,6.87,1.515,0.047,43,reviewed,us,us
2023-10-26T02:59:01.331Z,-29.9373,-177.5309,37.352,5.4,mww,131,75,0.754,0.82,us,us7000l6et,2024-01-04T04:22:15.040Z,"Kermadec Islands, New Zealand",earthquake,10.28,5.111,0.083,14,reviewed,us,us
2023-10-25T15:25:05.013Z,-56.2135,-26.7521,53.336,5.2,mb,71,68,5.895,0.62,us,us7000l6ay,2024-01-04T04:22:12.040Z,South Sandwich Islands region,earthquake,10.45,5.982,0.074,62,reviewed,us,us
2023-10-25T14:37:17.495Z,-9.299,159.2492,10,5.1,mww,113,59,8.674,0.49,us,us7000l6a0,2024-01-04T04:22:12.040Z,"67 km NW of Malango, Solomon Islands",earthquake,8.84,1.854,0.098,10,reviewed,us,us
2023-10-25T13:24:59.571Z,1.0473,124.7792,138.675,5.2,mww,209,26,2.602,0.59,us,us7000l68s,2024-01-04T04:22:11.040Z,"29 km S of Tomohon, Indonesia",earthquake,6.52,4.916,0.062,25,reviewed,us,us
2023-10-25T03:49:26.167Z,-6.4253,146.5876,99.875,5.2,mb,123,72,3.014,0.69,us,us7000l65d,2024-01-04T04:22:09.040Z,"55 km NW of Lae, Papua New Guinea",earthquake,5.3,5.076,0.043,180,reviewed,us,us
2023-10-24T22:19:46.229Z,64.7362,-17.7358,10,5.2,mww,155,56,1.541,0.75,us,us7000l63e,2024-01-04T04:22:08.040Z,"106 km S of Akureyri, Iceland",earthquake,7.45,1.86,0.041,57,reviewed,us,us
2023-10-24T11:32:13.709Z,39.2853,97.2985,10,5.4,mww,211,29,6.068,0.46,us,us7000l5yp,2024-01-04T04:22:05.040Z,"71 km SSW of Laojunmiao, China",earthquake,7.67,1.803,0.062,25,reviewed,us,us
2023-10-24T10:10:07.086Z,5.7628,-82.4617,10,5,mww,120,126,3.02,0.43,us,us7000l5yb,2024-01-04T04:22:05.040Z,"249 km SSW of Río Grande, Panama",earthquake,5.28,1.893,0.055,32,reviewed,us,us
2023-10-23T23:24:47.795Z,-7.051,146.9304,56.162,5.4,mb,182,22,2.35,0.61,us,us7000l5vg,2024-01-04T04:22:01.040Z,"36 km ENE of Bulolo, Papua New Guinea",earthquake,7.08,4.882,0.049,139,reviewed,us,us
2023-10-23T23:05:24.760Z,24.0413,122.6384,31,5.9,mww,240,35,0.544,0.6,us,us7000l5vd,2024-01-04T04:22:01.040Z,"59 km SW of Yonakuni, Japan",earthquake,4.87,1.771,0.052,35,reviewed,us,us
2023-10-23T23:02:13.192Z,-29.9366,-177.4892,35,5.1,mb,83,74,0.77,0.67,us,us7000l5vb,2024-01-04T04:22:01.040Z,"Kermadec Islands, New Zealand",earthquake,9.52,1.806,0.074,59,reviewed,us,us
2023-10-23T15:30:22.311Z,1.1821,127.962,9.894,5,mb,73,82,0.721,0.72,us,us6000lhiz,2024-01-04T04:21:59.040Z,"60 km S of Tobelo, Indonesia",earthquake,2.58,4.08,0.071,63,reviewed,us,us
2023-10-23T10:31:33.442Z,-15.0241,-176.0829,325.37,5.2,mb,107,35,4.311,0.84,us,us6000lhgj,2024-01-04T04:21:57.040Z,"193 km S of Mata-Utu, Wallis and Futuna",earthquake,8.98,4.89,0.023,625,reviewed,us,us
2023-10-23T10:10:14.193Z,-29.9334,-177.45,19,6,mww,105,56,0.784,1,us,us6000lhgd,2024-01-04T04:21:57.040Z,"Kermadec Islands, New Zealand",earthquake,4.31,1.724,0.048,41,reviewed,us,us
2023-10-22T19:31:42.566Z,-23.6936,179.3579,532.016,5.5,mww,142,26,6.039,0.86,us,us6000lhch,2024-01-04T04:21:53.040Z,south of the Fiji Islands,earthquake,9.77,2.777,0.083,14,reviewed,us,us
2023-10-22T15:14:12.087Z,39.3155,97.2486,10,5,mb,70,37,6.116,0.73,us,us6000lhbi,2024-01-04T04:21:52.040Z,"70 km SW of Laojunmiao, China",earthquake,8.03,1.827,0.043,173,reviewed,us,us
2023-10-22T04:45:47.450Z,-26.0046,69.982,10,5.1,mww,72,44,8.707,0.51,us,us6000lh97,2024-01-04T04:21:50.040Z,Indian Ocean Triple Junction,earthquake,10.21,1.804,0.098,10,reviewed,us,us
2023-10-22T03:03:21.791Z,-58.7558,-25.2864,31.585,5,mb,72,44,7.643,0.73,us,us6000lh8l,2024-01-04T04:21:49.040Z,South Sandwich Islands region,earthquake,8.34,2.956,0.073,59,reviewed,us,us
2023-10-22T01:54:21.100Z,27.8879,84.7252,25.706,5.2,mb,101,29,1.848,0.82,us,us6000lh8c,2024-03-09T02:50:26.658Z,"36 km NE of Bharatpur, Nepal",earthquake,5.82,4.541,0.038,230,reviewed,us,us
2023-10-21T17:10:01.535Z,14.1937,-93.41,9.756,5.1,mww,229,124,1.316,0.7,us,us6000lh6m,2023-12-26T21:24:55.040Z,"121 km WSW of Puerto Madero, Mexico",earthquake,5.41,3.376,0.048,41,reviewed,us,us
2023-10-21T10:45:58.288Z,9.4763,-83.6299,10,5.2,mww,125,120,0.435,0.54,us,us6000lh55,2023-12-26T21:24:53.040Z,"14 km NNE of San Isidro, Costa Rica",earthquake,3.5,1.876,0.054,33,reviewed,us,us
2023-10-20T19:51:56.469Z,0.7895,125.206,61.205,5.1,mb,210,37,2.161,0.88,us,us6000lh0e,2023-12-26T21:24:49.040Z,"65 km SSE of Tondano, Indonesia",earthquake,6.34,4.646,0.038,243,reviewed,us,us
2023-10-20T19:01:44.453Z,30.9402,141.3646,28.807,5,mww,193,35,2.537,0.63,us,us6000lgzw,2023-12-26T21:24:48.040Z,"Izu Islands, Japan region",earthquake,6.68,3.62,0.089,12,reviewed,us,us
2023-10-20T00:04:22.232Z,12.4144,143.3404,16.768,5.7,mww,130,31,1.893,0.42,us,us6000lgrt,2024-05-10T00:14:26.979Z,"172 km WSW of Merizo Village, Guam",earthquake,6.81,3.035,0.06,27,reviewed,us,us
2023-10-19T18:58:51.126Z,7.4623,126.3516,8.494,5.9,mww,190,22,0.86,0.69,us,us6000lgpg,2023-12-26T21:24:39.040Z,"18 km WSW of Batiano, Philippines",earthquake,6.26,3.099,0.052,35,reviewed,us,us
2023-10-19T14:08:24.664Z,-7.8723,107.2582,58.526,5.1,mww,73,45,0.563,1.12,us,us6000lglx,2023-12-26T21:24:38.040Z,"77 km SSW of Banjar, Indonesia",earthquake,8.72,4.929,0.08,15,reviewed,us,us
2023-10-19T03:51:56.417Z,25.9383,128.4834,10,5,mww,106,73,0.914,0.9,us,us6000lgi4,2023-12-26T21:24:36.040Z,"75 km SE of Katsuren-haebaru, Japan",earthquake,6.24,1.865,0.098,10,reviewed,us,us
2023-10-19T00:45:33.817Z,-29.2941,-176.1819,10,5.3,mb,143,42,1.519,0.54,us,us6000lghi,2023-12-26T21:24:36.040Z,Kermadec Islands region,earthquake,9.3,1.756,0.056,108,reviewed,us,us
2023-10-18T22:15:06.845Z,30.8272,141.3689,25.335,5.1,mww,281,32,2.636,0.51,us,us6000lggz,2023-12-26T21:24:35.040Z,"Izu Islands, Japan region",earthquake,7.06,3.581,0.068,21,reviewed,us,us
2023-10-18T10:29:29.839Z,-55.316,-128.4371,10,5.5,mww,57,103,30.289,0.5,us,us6000lgca,2023-12-26T21:24:32.040Z,Pacific-Antarctic Ridge,earthquake,14.23,1.901,0.086,13,reviewed,us,us
2023-10-18T08:11:28.692Z,13.4286,146.2842,10,5.2,mww,86,43,1.386,0.85,us,us6000lgbq,2024-05-15T08:21:31.439Z,"151 km E of Yigo Village, Guam",earthquake,8.38,1.783,0.083,14,reviewed,us,us
2023-10-17T21:52:16.176Z,-29.2123,-176.0956,10,5.2,mb,101,57,1.596,0.85,us,us6000lg8g,2023-12-26T21:24:30.040Z,Kermadec Islands region,earthquake,10.32,1.803,0.062,86,reviewed,us,us
2023-10-17T16:26:49.702Z,27.7307,56.1175,10,5.3,mww,147,45,2.775,0.69,us,us6000lg6k,2023-12-26T21:24:28.040Z,"62 km NNW of Bandar Abbas, Iran",earthquake,7.37,1.769,0.089,12,reviewed,us,us
2023-10-17T13:40:31.535Z,-22.1584,170.7372,10,5.6,mww,64,76,3.079,0.64,us,us6000lg4y,2023-12-26T21:24:28.040Z,southeast of the Loyalty Islands,earthquake,7.95,1.819,0.053,34,reviewed,us,us
2023-10-17T08:22:11.361Z,27.6897,56.1309,10,5,mww,115,45,2.734,0.74,us,us6000lg3n,2023-12-26T21:24:27.040Z,"57 km NNW of Bandar Abbas, Iran",earthquake,7.7,1.756,0.089,12,reviewed,us,us
2023-10-17T05:10:03.169Z,27.704,56.1419,10,5.5,mww,127,38,2.748,0.68,us,us6000lg2t,2023-12-26T21:24:27.040Z,"58 km NNW of Bandar Abbas, Iran",earthquake,6.42,1.813,0.073,18,reviewed,us,us
2023-10-17T04:59:22.662Z,27.7117,56.1329,10,5.1,mww,132,34,2.756,0.72,us,us6000lg2q,2023-12-26T21:24:26.040Z,"60 km NNW of Bandar Abbas, Iran",earthquake,7.59,1.761,0.08,15,reviewed,us,us
2023-10-16T18:33:19.762Z,-24.5208,-67.0178,172.59,5,mww,81,52,1.89,1.11,us,us6000lfyf,2023-12-26T21:24:25.040Z,"78 km WSW of San Antonio de los Cobres, Argentina",earthquake,8.29,4.786,0.066,22,reviewed,us,us
2023-10-16T11:35:30.449Z,52.5592,-176.924,174,6.4,mww,173,29,0.613,1.04,us,us6000lfvn,2024-05-13T11:45:44.792Z,"78 km NNW of Adak, Alaska",earthquake,6.09,1.891,0.04,61,reviewed,us,us
2023-10-16T10:42:10.570Z,25.1582,125.5573,13.261,5.7,mww,129,32,1.431,0.87,us,us6000lfvj,2023-12-26T21:24:23.040Z,"46 km NNE of Hirara, Japan",earthquake,6.27,2.774,0.04,60,reviewed,us,us
2023-10-16T08:46:09.484Z,-15.8606,-179.6159,10,5.2,mww,88,32,2.915,0.47,us,us6000lfv4,2023-12-26T21:24:22.040Z,"126 km ENE of Labasa, Fiji",earthquake,9.21,1.835,0.093,11,reviewed,us,us
2023-10-16T06:48:35.890Z,53.4531,160.2061,62.371,5.2,mww,206,120,1.03,0.47,us,us6000lfum,2023-12-26T21:24:22.040Z,"113 km ENE of Petropavlovsk-Kamchatsky, Russia",earthquake,9.2,4.99,0.098,10,reviewed,us,us
2023-10-15T11:15:37.220Z,31.0601,49.4494,10,5.3,mww,133,40,5.396,0.59,us,us6000lfq9,2023-12-26T21:24:19.040Z,"18 km NNE of Rāmshīr, Iran",earthquake,7.43,1.833,0.065,23,reviewed,us,us
2023-10-15T09:13:25.711Z,33.7721,141.7225,16.306,5.2,mww,104,115,1.725,0.65,us,us6000lfpt,2023-12-26T21:24:18.040Z,"199 km SE of Katsuura, Japan",earthquake,7.26,3.803,0.075,17,reviewed,us,us
2023-10-15T03:56:28.685Z,34.5747,62.0974,10,5.4,mww,111,22,4.642,0.81,us,us6000lfng,2023-12-26T21:24:18.040Z,"26 km NNW of Herāt, Afghanistan",earthquake,7.3,1.778,0.093,11,reviewed,us,us
2023-10-15T03:36:00.454Z,34.6529,62.1244,9,6.3,mww,125,21,5.708,0.92,us,us6000lfn5,2023-12-26T21:24:17.040Z,"34 km NNW of Herāt, Afghanistan",earthquake,7.28,1.739,0.063,24,reviewed,us,us
2023-10-14T22:10:05.326Z,-58.9822,-25.6543,52.429,5.1,mb,70,62,7.602,0.58,us,us6000lfly,2023-12-16T22:13:09.040Z,South Sandwich Islands region,earthquake,10.45,5.332,0.062,85,reviewed,us,us
2023-10-14T08:29:34.940Z,7.4663,-36.7005,10,5.5,mww,200,45,13.23,0.53,us,us6000lfid,2023-12-16T22:13:09.040Z,central Mid-Atlantic Ridge,earthquake,10.17,1.842,0.047,44,reviewed,us,us
2023-10-14T06:34:10.343Z,-31.3068,179.7272,401.457,5.7,mww,183,53,2.88,0.65,us,us6000lfhl,2023-12-16T22:13:09.040Z,Kermadec Islands region,earthquake,10.22,4.567,0.061,26,reviewed,us,us
